date,neg,neu,pos,compound
2016-07-01,0.118,0.817,0.065,-0.9833
2016-06-30,0.081,0.846,0.073,-0.802
2016-06-29,0.072,0.813,0.115,0.9776
2016-06-28,0.019,0.805,0.176,0.9975
2016-06-27,0.078,0.819,0.103,0.9118
2016-06-26,0.056,0.843,0.101,0.9526
2016-06-25,0.067,0.841,0.091,0.9118
2016-06-24,0.016,0.852,0.131,0.9924
2016-06-23,0.058,0.864,0.078,0.8198
2016-06-22,0.011,0.866,0.123,0.9943
2016-06-21,0.052,0.767,0.181,0.9968
2016-06-20,0.057,0.815,0.128,0.9846
2016-06-19,0.073,0.828,0.099,0.9062
2016-06-18,0.052,0.825,0.123,0.9836
2016-06-17,0.097,0.849,0.054,-0.9716
2016-06-16,0.055,0.817,0.128,0.9851
2016-06-15,0.043,0.818,0.139,0.9934
2016-06-14,0.063,0.823,0.114,0.9753
2016-06-13,0.045,0.841,0.114,0.986
2016-06-12,0.067,0.835,0.098,0.8689
2016-06-11,0.044,0.822,0.134,0.9925
2016-06-10,0.015,0.873,0.112,0.9911
2016-06-09,0.075,0.814,0.111,0.9536
2016-06-08,0.05,0.875,0.075,0.9285
2016-06-07,0.054,0.818,0.128,0.9901
2016-06-06,0.027,0.854,0.12,0.9933
2016-06-05,0.031,0.871,0.098,0.9842
2016-06-04,0.028,0.868,0.104,0.9883
2016-06-03,0.077,0.809,0.114,0.91
2016-06-02,0.059,0.77,0.171,0.9945
2016-06-01,0.069,0.8,0.131,0.9847
2016-05-31,0.06,0.827,0.113,0.9702
2016-05-30,0.05,0.829,0.121,0.9744
2016-05-29,0.068,0.822,0.11,0.9615
2016-05-28,0.038,0.869,0.094,0.9757
2016-05-27,0.088,0.807,0.106,0.8834
2016-05-26,0.023,0.826,0.151,0.9965
2016-05-25,0.066,0.838,0.096,0.9451
2016-05-24,0.018,0.83,0.153,0.9961
2016-05-23,0.06,0.818,0.122,0.983
2016-05-22,0.022,0.838,0.14,0.9958
2016-05-21,0.032,0.867,0.101,0.9843
2016-05-20,0.053,0.828,0.119,0.9891
2016-05-19,0.084,0.818,0.098,0.8568
2016-05-18,0.06,0.785,0.155,0.9937
2016-05-17,0.058,0.799,0.143,0.9917
2016-05-16,0.034,0.831,0.136,0.9933
2016-05-15,0.042,0.869,0.089,0.9776
2016-05-14,0.003,0.88,0.117,0.9954
2016-05-13,0.02,0.889,0.091,0.9827
2016-05-12,0.075,0.824,0.101,0.886
2016-05-11,0.014,0.811,0.176,0.9981
2016-05-10,0.052,0.79,0.158,0.9942
2016-05-09,0.047,0.866,0.087,0.9433
2016-05-08,0.053,0.846,0.101,0.97
2016-05-07,0.016,0.894,0.09,0.9847
2016-05-06,0.075,0.77,0.156,0.9905
2016-05-05,0.04,0.865,0.095,0.9793
2016-05-04,0.059,0.816,0.125,0.9857
2016-05-03,0.074,0.798,0.128,0.9678
2016-05-02,0.058,0.891,0.051,-0.2263
2016-05-01,0.054,0.851,0.095,0.967
2016-04-30,0.025,0.857,0.118,0.9914
2016-04-29,0.02,0.901,0.08,0.9774
2016-04-28,0.064,0.791,0.145,0.9904
2016-04-27,0.027,0.876,0.097,0.9812
2016-04-26,0.04,0.893,0.066,0.8908
2016-04-25,0.06,0.824,0.116,0.9719
2016-04-24,0.022,0.79,0.188,0.9975
2016-04-23,0.071,0.752,0.177,0.9961
2016-04-22,0.09,0.79,0.12,0.9313
2016-04-21,0.033,0.864,0.103,0.9867
2016-04-20,0.078,0.793,0.129,0.9792
2016-04-19,0.067,0.831,0.102,0.9403
2016-04-18,0.092,0.732,0.176,0.9944
2016-04-17,0.035,0.876,0.089,0.9698
2016-04-16,0.061,0.813,0.125,0.9845
2016-04-15,0.033,0.82,0.148,0.996
2016-04-14,0.065,0.797,0.139,0.9897
2016-04-13,0.044,0.83,0.127,0.9908
2016-04-12,0.082,0.793,0.125,0.958
2016-04-11,0.036,0.854,0.109,0.9881
2016-04-10,0.072,0.781,0.147,0.9902
2016-04-09,0.051,0.809,0.141,0.9922
2016-04-08,0.064,0.829,0.107,0.9681
2016-04-07,0.022,0.843,0.135,0.9954
2016-04-06,0.023,0.807,0.17,0.997
2016-04-05,0.057,0.804,0.139,0.9925
2016-04-04,0.057,0.827,0.116,0.9794
2016-04-03,0.062,0.766,0.172,0.995
2016-04-02,0.023,0.845,0.132,0.996
2016-04-01,0.062,0.827,0.111,0.9758
2016-03-31,0.053,0.788,0.159,0.9947
2016-03-30,0.051,0.807,0.142,0.9916
2016-03-29,0.054,0.784,0.163,0.9936
2016-03-28,0.046,0.819,0.134,0.9899
2016-03-27,0.04,0.842,0.118,0.9876
2016-03-26,0.024,0.835,0.141,0.9956
2016-03-25,0.046,0.814,0.139,0.9919
2016-03-24,0.038,0.836,0.126,0.9851
2016-03-23,0.058,0.819,0.122,0.9842
2016-03-22,0.061,0.84,0.099,0.9451
2016-03-21,0.063,0.815,0.123,0.9846
2016-03-20,0.055,0.838,0.107,0.976
2016-03-19,0.06,0.842,0.099,0.959
2016-03-18,0.054,0.831,0.114,0.9834
2016-03-17,0.057,0.824,0.119,0.9802
2016-03-16,0.045,0.823,0.133,0.9917
2016-03-15,0.119,0.779,0.102,-0.9154
2016-03-14,0.051,0.822,0.127,0.9881
2016-03-13,0.1,0.764,0.136,0.9541
2016-03-12,0.104,0.784,0.111,-0.5076
2016-03-11,0.087,0.805,0.108,0.8225
2016-03-10,0.079,0.822,0.099,0.8658
2016-03-09,0.036,0.805,0.16,0.9959
2016-03-08,0.031,0.889,0.08,0.9716
2016-03-07,0.061,0.844,0.095,0.9531
2016-03-06,0.075,0.819,0.106,0.8935
2016-03-05,0.057,0.822,0.121,0.9824
2016-03-04,0.078,0.784,0.138,0.9837
2016-03-03,0.096,0.768,0.136,0.9565
2016-03-02,0.093,0.797,0.11,0.8779
2016-03-01,0.058,0.777,0.166,0.9952
2016-02-29,0.067,0.856,0.077,0.2349
2016-02-28,0.061,0.803,0.136,0.9915
2016-02-27,0.078,0.801,0.121,0.9485
2016-02-26,0.061,0.775,0.164,0.9943
2016-02-25,0.041,0.811,0.148,0.9942
2016-02-24,0.058,0.83,0.112,0.9749
2016-02-23,0.06,0.844,0.095,0.9652
2016-02-22,0.063,0.83,0.108,0.9709
2016-02-21,0.134,0.756,0.11,-0.9475
2016-02-20,0.091,0.728,0.18,0.9932
2016-02-19,0.065,0.839,0.096,0.9432
2016-02-18,0.071,0.848,0.081,0.807
2016-02-17,0.074,0.855,0.071,-0.4215
2016-02-16,0.059,0.89,0.051,-0.7335
2016-02-15,0.084,0.802,0.114,0.9519
2016-02-14,0.078,0.762,0.16,0.9938
2016-02-13,0.07,0.781,0.149,0.9912
2016-02-12,0.054,0.837,0.109,0.9776
2016-02-11,0.064,0.817,0.119,0.9798
2016-02-10,0.086,0.735,0.179,0.9931
2016-02-09,0.054,0.759,0.187,0.9968
2016-02-08,0.106,0.796,0.097,-0.4393
2016-02-07,0.061,0.755,0.184,0.9967
2016-02-06,0.032,0.866,0.102,0.9878
2016-02-05,0.044,0.813,0.143,0.9933
2016-02-04,0.078,0.805,0.117,0.9653
2016-02-03,0.049,0.789,0.162,0.9957
2016-02-02,0.086,0.773,0.141,0.9911
2016-02-01,0.045,0.815,0.14,0.9937
2016-01-31,0.034,0.859,0.107,0.9886
2016-01-30,0.044,0.821,0.135,0.9914
2016-01-29,0.037,0.81,0.153,0.9957
2016-01-28,0.051,0.831,0.118,0.9873
2016-01-27,0.055,0.774,0.171,0.9951
2016-01-26,0.056,0.835,0.11,0.9678
2016-01-25,0.047,0.815,0.138,0.9931
2016-01-24,0.081,0.829,0.09,0.2481
2016-01-23,0.066,0.785,0.15,0.9886
2016-01-22,0.058,0.799,0.143,0.9878
2016-01-21,0.085,0.797,0.118,0.9072
2016-01-20,0.103,0.824,0.074,-0.9133
2016-01-19,0.053,0.822,0.125,0.9885
2016-01-18,0.12,0.733,0.147,0.8074
2016-01-17,0.088,0.812,0.1,0.2937
2016-01-16,0.113,0.746,0.141,0.7959
2016-01-15,0.173,0.712,0.115,-0.9858
2016-01-14,0.069,0.829,0.102,0.9224
2016-01-13,0.05,0.828,0.122,0.9856
2016-01-12,0.06,0.787,0.152,0.9938
2016-01-11,0.043,0.862,0.095,0.9666
2016-01-10,0.016,0.815,0.168,0.9971
2016-01-09,0.087,0.756,0.156,0.9868
2016-01-08,0.048,0.812,0.139,0.9906
2016-01-07,0.043,0.833,0.124,0.9865
2016-01-06,0.119,0.728,0.152,0.8834
2016-01-05,0.065,0.841,0.094,0.9026
2016-01-04,0.027,0.806,0.167,0.9972
2016-01-03,0.052,0.801,0.147,0.9931
2016-01-02,0.009,0.9,0.091,0.985
2016-01-01,0.074,0.783,0.144,0.986
2015-12-31,0.039,0.78,0.181,0.9959
2015-12-30,0.074,0.84,0.087,0.6358
2015-12-29,0.05,0.837,0.113,0.9783
2015-12-28,0.057,0.858,0.085,0.941
2015-12-27,0.109,0.747,0.145,0.9682
2015-12-26,0.022,0.818,0.159,0.9971
2015-12-25,0.063,0.76,0.177,0.9956
2015-12-24,0.058,0.822,0.12,0.9793
2015-12-23,0.039,0.871,0.09,0.9759
2015-12-22,0.057,0.801,0.142,0.9901
2015-12-21,0.042,0.853,0.106,0.9825
2015-12-20,0.088,0.809,0.103,0.8779
2015-12-19,0.073,0.838,0.089,0.6743
2015-12-18,0.041,0.803,0.157,0.9951
2015-12-17,0.057,0.829,0.114,0.9814
2015-12-16,0.083,0.765,0.151,0.9872
2015-12-15,0.044,0.855,0.1,0.9781
2015-12-14,0.063,0.822,0.115,0.976
2015-12-13,0.088,0.767,0.144,0.9848
2015-12-12,0.046,0.823,0.132,0.9873
2015-12-11,0.051,0.841,0.108,0.9715
2015-12-10,0.066,0.825,0.109,0.9588
2015-12-09,0.026,0.883,0.091,0.9753
2015-12-08,0.081,0.793,0.126,0.9538
2015-12-07,0.068,0.805,0.127,0.9738
2015-12-06,0.108,0.778,0.114,0.5588
2015-12-05,0.024,0.81,0.166,0.9969
2015-12-04,0.06,0.825,0.114,0.9712
2015-12-03,0.035,0.807,0.157,0.9957
2015-12-02,0.069,0.823,0.108,0.9565
2015-12-01,0.063,0.871,0.066,0.6705
2015-11-30,0.038,0.86,0.102,0.9857
2015-11-29,0.061,0.798,0.141,0.9899
2015-11-28,0.063,0.815,0.122,0.9839
2015-11-27,0.068,0.844,0.088,0.8934
2015-11-26,0.03,0.816,0.154,0.9963
2015-11-25,0.038,0.825,0.137,0.9919
2015-11-24,0.087,0.772,0.141,0.9801
2015-11-23,0.082,0.823,0.095,0.5859
2015-11-22,0.072,0.846,0.082,0.6249
2015-11-21,0.052,0.774,0.174,0.9967
2015-11-20,0.085,0.813,0.102,0.6369
2015-11-19,0.161,0.728,0.111,-0.9806
2015-11-18,0.101,0.778,0.121,0.8176
2015-11-17,0.07,0.77,0.159,0.992
2015-11-16,0.038,0.852,0.111,0.9846
2015-11-15,0.074,0.8,0.126,0.9719
2015-11-14,0.075,0.81,0.114,0.953
2015-11-13,0.059,0.782,0.159,0.9945
2015-11-12,0.041,0.842,0.118,0.9868
2015-11-11,0.041,0.814,0.145,0.9939
2015-11-10,0.043,0.824,0.133,0.9911
2015-11-09,0.032,0.829,0.14,0.9951
2015-11-08,0.086,0.82,0.094,0.3544
2015-11-07,0.056,0.806,0.138,0.9925
2015-11-06,0.042,0.825,0.133,0.9923
2015-11-05,0.066,0.811,0.124,0.9862
2015-11-04,0.029,0.891,0.08,0.9524
2015-11-03,0.04,0.844,0.116,0.9821
2015-11-02,0.06,0.809,0.131,0.9889
2015-11-01,0.035,0.856,0.109,0.9894
2015-10-31,0.072,0.823,0.105,0.9427
2015-10-30,0.011,0.842,0.147,0.9948
2015-10-29,0.066,0.787,0.147,0.9897
2015-10-28,0.025,0.875,0.099,0.9881
2015-10-27,0.031,0.825,0.144,0.9945
2015-10-26,0.035,0.805,0.16,0.9964
2015-10-25,0.038,0.838,0.124,0.9928
2015-10-24,0.033,0.802,0.165,0.9969
2015-10-23,0.056,0.739,0.206,0.9968
2015-10-22,0.038,0.811,0.151,0.9948
2015-10-21,0.075,0.775,0.15,0.9888
2015-10-20,0.095,0.799,0.106,0.6626
2015-10-19,0.04,0.824,0.136,0.9927
2015-10-18,0.079,0.787,0.134,0.9819
2015-10-17,0.074,0.808,0.119,0.9717
2015-10-16,0.054,0.793,0.153,0.9933
2015-10-15,0.085,0.833,0.082,0.0516
2015-10-14,0.044,0.829,0.127,0.9909
2015-10-13,0.05,0.803,0.147,0.9935
2015-10-12,0.036,0.851,0.113,0.9884
2015-10-11,0.06,0.837,0.103,0.9603
2015-10-10,0.053,0.789,0.158,0.9952
2015-10-09,0.025,0.811,0.164,0.9966
2015-10-08,0.045,0.787,0.168,0.9961
2015-10-07,0.021,0.799,0.18,0.9978
2015-10-06,0.027,0.83,0.143,0.9954
2015-10-05,0.039,0.862,0.099,0.9797
2015-10-04,0.048,0.822,0.13,0.992
2015-10-03,0.066,0.811,0.123,0.9819
2015-10-02,0.057,0.814,0.129,0.9882
2015-10-01,0.06,0.776,0.164,0.9928
2015-09-30,0.061,0.8,0.14,0.9923
2015-09-29,0.023,0.841,0.136,0.9953
2015-09-28,0.066,0.781,0.153,0.9923
2015-09-27,0.039,0.854,0.107,0.987
2015-09-26,0.039,0.811,0.15,0.9954
2015-09-25,0.041,0.813,0.145,0.9947
2015-09-24,0.04,0.865,0.095,0.9736
2015-09-23,0.057,0.814,0.129,0.9884
2015-09-22,0.044,0.795,0.161,0.9948
2015-09-21,0.048,0.836,0.116,0.9758
2015-09-20,0.048,0.866,0.087,0.9643
2015-09-19,0.062,0.833,0.105,0.9657
2015-09-18,0.048,0.839,0.114,0.9779
2015-09-17,0.065,0.825,0.11,0.9729
2015-09-16,0.025,0.845,0.129,0.9929
2015-09-15,0.039,0.853,0.108,0.985
2015-09-14,0.063,0.845,0.092,0.875
2015-09-13,0.093,0.842,0.065,-0.9425
2015-09-12,0.055,0.842,0.103,0.9788
2015-09-11,0.055,0.842,0.102,0.9664
2015-09-10,0.052,0.836,0.112,0.984
2015-09-09,0.046,0.834,0.119,0.9829
2015-09-08,0.061,0.836,0.104,0.9557
2015-09-07,0.047,0.834,0.119,0.9858
2015-09-06,0.082,0.814,0.105,0.863
2015-09-05,0.036,0.851,0.112,0.9876
2015-09-04,0.033,0.829,0.139,0.9946
2015-09-03,0.076,0.793,0.13,0.9848
2015-09-02,0.102,0.752,0.146,0.9705
2015-09-01,0.06,0.792,0.148,0.9913
2015-08-31,0.068,0.816,0.116,0.9728
2015-08-30,0.066,0.772,0.162,0.9919
2015-08-29,0.033,0.829,0.138,0.9948
2015-08-28,0.095,0.781,0.123,0.8809
2015-08-27,0.053,0.839,0.107,0.9744
2015-08-26,0.073,0.749,0.178,0.9937
2015-08-25,0.053,0.818,0.129,0.9906
2015-08-24,0.081,0.804,0.115,0.8938
2015-08-23,0.094,0.82,0.086,-0.4812
2015-08-22,0.047,0.807,0.146,0.9938
2015-08-21,0.057,0.842,0.101,0.9694
2015-08-20,0.051,0.852,0.096,0.9612
2015-08-19,0.048,0.796,0.156,0.9943
2015-08-18,0.09,0.771,0.139,0.971
2015-08-17,0.115,0.755,0.131,0.7612
2015-08-16,0.113,0.767,0.119,-0.34
2015-08-15,0.046,0.844,0.11,0.985
2015-08-14,0.035,0.816,0.149,0.9944
2015-08-13,0.057,0.837,0.107,0.981
2015-08-12,0.035,0.857,0.109,0.9873
2015-08-11,0.04,0.838,0.122,0.9902
2015-08-10,0.041,0.779,0.18,0.9972
2015-08-09,0.064,0.783,0.153,0.9928
2015-08-08,0.053,0.839,0.108,0.9722
2015-08-07,0.027,0.827,0.146,0.9947
2015-08-06,0.062,0.801,0.137,0.987
2015-08-05,0.029,0.83,0.141,0.9948
2015-08-04,0.042,0.791,0.167,0.9965
2015-08-03,0.056,0.84,0.104,0.9766
2015-08-02,0.052,0.806,0.142,0.9911
2015-08-01,0.181,0.73,0.09,-0.9898
2015-07-31,0.044,0.862,0.094,0.9719
2015-07-30,0.06,0.824,0.116,0.9776
2015-07-29,0.025,0.847,0.127,0.9942
2015-07-28,0.047,0.856,0.096,0.9202
2015-07-27,0.048,0.837,0.115,0.9826
2015-07-26,0.054,0.796,0.15,0.9942
2015-07-25,0.056,0.828,0.117,0.9801
2015-07-24,0.048,0.842,0.11,0.9832
2015-07-23,0.062,0.809,0.128,0.9874
2015-07-22,0.06,0.835,0.105,0.9625
2015-07-21,0.059,0.828,0.113,0.9779
2015-07-20,0.037,0.82,0.143,0.9945
2015-07-19,0.035,0.869,0.096,0.9779
2015-07-18,0.056,0.78,0.164,0.9945
2015-07-17,0.049,0.834,0.117,0.9828
2015-07-16,0.042,0.834,0.124,0.9875
2015-07-15,0.072,0.823,0.106,0.934
2015-07-14,0.041,0.835,0.124,0.9878
2015-07-13,0.058,0.814,0.128,0.9834
2015-07-12,0.077,0.82,0.104,0.872
2015-07-11,0.008,0.834,0.158,0.9969
2015-07-10,0.074,0.82,0.106,0.9588
2015-07-09,0.066,0.812,0.122,0.9825
2015-07-08,0.051,0.787,0.162,0.9941
2015-07-07,0.064,0.824,0.112,0.9723
2015-07-06,0.072,0.815,0.113,0.9618
2015-07-05,0.075,0.858,0.067,-0.5423
2015-07-04,0.066,0.847,0.088,0.8799
2015-07-03,0.072,0.81,0.118,0.9624
2015-07-02,0.063,0.836,0.101,0.9673
2015-07-01,0.018,0.833,0.148,0.9963
2015-06-30,0.092,0.757,0.151,0.9849
2015-06-29,0.052,0.781,0.167,0.9947
2015-06-28,0.026,0.819,0.155,0.9964
2015-06-27,0.048,0.828,0.124,0.9879
2015-06-26,0.053,0.832,0.114,0.9753
2015-06-25,0.043,0.794,0.164,0.9956
2015-06-24,0.043,0.846,0.11,0.9892
2015-06-23,0.062,0.819,0.12,0.975
2015-06-22,0.049,0.834,0.116,0.9852
2015-06-21,0.055,0.853,0.092,0.9382
2015-06-20,0.063,0.792,0.145,0.9914
2015-06-19,0.015,0.837,0.148,0.9952
2015-06-18,0.021,0.795,0.184,0.9976
2015-06-17,0.048,0.83,0.122,0.991
2015-06-16,0.044,0.794,0.162,0.9955
2015-06-15,0.086,0.812,0.102,0.4404
2015-06-14,0.075,0.808,0.117,0.9759
2015-06-13,0.047,0.754,0.199,0.9974
2015-06-12,0.075,0.766,0.159,0.9904
2015-06-11,0.093,0.818,0.089,0.1825
2015-06-10,0.083,0.84,0.078,-0.4019
2015-06-09,0.09,0.822,0.088,-0.7096
2015-06-08,0.064,0.819,0.117,0.9661
2015-06-07,0.071,0.863,0.066,-0.6711
2015-06-06,0.066,0.823,0.111,0.9636
2015-06-05,0.047,0.819,0.134,0.9912
2015-06-04,0.039,0.828,0.134,0.9922
2015-06-03,0.044,0.824,0.133,0.9926
2015-06-02,0.066,0.775,0.158,0.9943
2015-06-01,0.04,0.825,0.135,0.993
2015-05-31,0.081,0.788,0.13,0.9754
2015-05-30,0.08,0.816,0.103,0.6722
2015-05-29,0.065,0.82,0.115,0.9673
2015-05-28,0.042,0.732,0.225,0.9985
2015-05-27,0.077,0.825,0.098,0.8807
2015-05-26,0.031,0.867,0.102,0.9812
2015-05-25,0.028,0.862,0.111,0.9913
2015-05-24,0.053,0.803,0.144,0.9913
2015-05-23,0.059,0.853,0.088,0.9118
2015-05-22,0.033,0.832,0.136,0.9932
2015-05-21,0.059,0.848,0.092,0.9451
2015-05-20,0.05,0.81,0.14,0.9908
2015-05-19,0.033,0.832,0.136,0.9948
2015-05-18,0.046,0.827,0.127,0.9922
2015-05-17,0.055,0.785,0.16,0.9956
2015-05-16,0.039,0.858,0.103,0.9855
2015-05-15,0.019,0.841,0.14,0.9957
2015-05-14,0.046,0.847,0.107,0.9829
2015-05-13,0.044,0.845,0.111,0.9894
2015-05-12,0.049,0.807,0.144,0.9913
2015-05-11,0.06,0.861,0.08,0.8934
2015-05-10,0.069,0.827,0.104,0.9652
2015-05-09,0.047,0.829,0.124,0.9887
2015-05-08,0.042,0.871,0.087,0.9666
2015-05-07,0.107,0.785,0.108,0.3446
2015-05-06,0.044,0.801,0.155,0.9936
2015-05-05,0.066,0.809,0.125,0.9818
2015-05-04,0.029,0.849,0.121,0.992
2015-05-03,0.022,0.854,0.124,0.994
2015-05-02,0.052,0.849,0.099,0.9783
2015-05-01,0.046,0.823,0.131,0.9935
2015-04-30,0.01,0.883,0.107,0.9902
2015-04-29,0.098,0.794,0.108,0.4404
2015-04-28,0.04,0.824,0.136,0.9926
2015-04-27,0.061,0.861,0.078,0.6597
2015-04-26,0.07,0.815,0.115,0.9647
2015-04-25,0.042,0.806,0.152,0.9947
2015-04-24,0.067,0.753,0.18,0.9955
2015-04-23,0.118,0.779,0.103,-0.9122
2015-04-22,0.094,0.784,0.122,0.9217
2015-04-21,0.107,0.781,0.112,0.1416
2015-04-20,0.039,0.817,0.144,0.9955
2015-04-19,0.021,0.864,0.116,0.9922
2015-04-18,0.065,0.784,0.151,0.9899
2015-04-17,0.049,0.816,0.136,0.9899
2015-04-16,0.066,0.767,0.167,0.9942
2015-04-15,0.036,0.856,0.108,0.9859
2015-04-14,0.051,0.88,0.069,0.875
2015-04-13,0.043,0.848,0.109,0.9851
2015-04-12,0.033,0.828,0.139,0.995
2015-04-11,0.053,0.849,0.099,0.9673
2015-04-10,0.029,0.861,0.11,0.9905
2015-04-09,0.049,0.818,0.133,0.9923
2015-04-08,0.049,0.816,0.134,0.9915
2015-04-07,0.042,0.808,0.15,0.9931
2015-04-06,0.072,0.795,0.133,0.9845
2015-04-05,0.036,0.858,0.105,0.9876
2015-04-04,0.096,0.813,0.091,-0.6983
2015-04-03,0.035,0.846,0.119,0.9917
2015-04-02,0.03,0.863,0.107,0.9851
2015-04-01,0.074,0.764,0.162,0.9922
2015-03-31,0.077,0.84,0.083,0.0258
2015-03-30,0.119,0.774,0.107,-0.915
2015-03-29,0.024,0.827,0.149,0.9951
2015-03-28,0.052,0.842,0.106,0.9808
2015-03-27,0.084,0.814,0.102,0.4003
2015-03-26,0.039,0.829,0.132,0.9922
2015-03-25,0.097,0.813,0.091,-0.34
2015-03-24,0.075,0.785,0.14,0.9865
2015-03-23,0.061,0.852,0.087,0.9081
2015-03-22,0.052,0.854,0.094,0.9712
2015-03-21,0.064,0.77,0.166,0.9939
2015-03-20,0.028,0.85,0.122,0.9916
2015-03-19,0.054,0.8,0.146,0.9941
2015-03-18,0.034,0.857,0.109,0.9866
2015-03-17,0.036,0.79,0.174,0.997
2015-03-16,0.037,0.771,0.191,0.9979
2015-03-15,0.062,0.86,0.078,0.9101
2015-03-14,0.053,0.797,0.149,0.9931
2015-03-13,0.062,0.791,0.147,0.9943
2015-03-12,0.05,0.836,0.113,0.9864
2015-03-11,0.05,0.803,0.147,0.9928
2015-03-10,0.042,0.851,0.107,0.9833
2015-03-09,0.048,0.859,0.093,0.9605
2015-03-08,0.014,0.828,0.157,0.9976
2015-03-07,0.087,0.767,0.146,0.9828
2015-03-06,0.061,0.82,0.119,0.9822
2015-03-05,0.051,0.867,0.082,0.9118
2015-03-04,0.093,0.824,0.083,-0.3182
2015-03-03,0.105,0.769,0.126,0.8979
2015-03-02,0.011,0.845,0.144,0.9959
2015-03-01,0.057,0.791,0.153,0.9937
2015-02-28,0.05,0.829,0.121,0.9861
2015-02-27,0.024,0.876,0.101,0.9872
2015-02-26,0.029,0.852,0.12,0.9936
2015-02-25,0.105,0.78,0.115,0.4763
2015-02-24,0.047,0.819,0.134,0.9919
2015-02-23,0.054,0.823,0.123,0.9853
2015-02-22,0.06,0.746,0.194,0.9966
2015-02-21,0.053,0.848,0.099,0.9671
2015-02-20,0.095,0.747,0.158,0.9823
2015-02-19,0.047,0.815,0.138,0.992
2015-02-18,0.026,0.868,0.107,0.9918
2015-02-17,0.045,0.81,0.145,0.9946
2015-02-16,0.079,0.764,0.156,0.9884
2015-02-15,0.071,0.827,0.103,0.9493
2015-02-14,0.07,0.82,0.11,0.9601
2015-02-13,0.021,0.845,0.133,0.9956
2015-02-12,0.048,0.827,0.125,0.9886
2015-02-11,0.062,0.786,0.153,0.9919
2015-02-10,0.039,0.774,0.187,0.9974
2015-02-09,0.103,0.819,0.077,-0.926
2015-02-08,0.057,0.789,0.155,0.9929
2015-02-07,0.041,0.841,0.117,0.9873
2015-02-06,0.048,0.81,0.141,0.9925
2015-02-05,0.021,0.845,0.134,0.9955
2015-02-04,0.045,0.805,0.15,0.9937
2015-02-03,0.024,0.81,0.166,0.9967
2015-02-02,0.061,0.798,0.142,0.9875
2015-02-01,0.068,0.762,0.169,0.9953
2015-01-31,0.049,0.801,0.15,0.9945
2015-01-30,0.096,0.744,0.16,0.987
2015-01-29,0.049,0.844,0.108,0.9848
2015-01-28,0.041,0.817,0.142,0.9955
2015-01-27,0.047,0.781,0.172,0.9968
2015-01-26,0.046,0.826,0.128,0.9906
2015-01-25,0.027,0.833,0.14,0.9944
2015-01-24,0.05,0.814,0.135,0.9875
2015-01-23,0.017,0.862,0.121,0.9929
2015-01-22,0.056,0.871,0.073,0.5994
2015-01-21,0.084,0.774,0.143,0.9806
2015-01-20,0.03,0.844,0.127,0.9934
2015-01-19,0.078,0.785,0.137,0.9874
2015-01-18,0.065,0.748,0.187,0.9958
2015-01-17,0.064,0.859,0.077,0.3612
2015-01-16,0.08,0.812,0.108,0.9223
2015-01-15,0.077,0.795,0.128,0.9754
2015-01-14,0.113,0.771,0.116,-0.6862
2015-01-13,0.093,0.773,0.133,0.9668
2015-01-12,0.074,0.792,0.134,0.9737
2015-01-11,0.044,0.857,0.098,0.9807
2015-01-10,0.092,0.748,0.16,0.9884
2015-01-09,0.041,0.858,0.101,0.9806
2015-01-08,0.081,0.836,0.083,-0.0742
2015-01-07,0.046,0.827,0.128,0.9912
2015-01-06,0.114,0.77,0.117,0.1779
2015-01-05,0.091,0.805,0.104,0.8344
2015-01-04,0.048,0.794,0.159,0.9936
2015-01-03,0.056,0.876,0.068,0.6486
2015-01-02,0.049,0.791,0.16,0.9959
2015-01-01,0.109,0.763,0.128,0.4019
2014-12-31,0.093,0.803,0.104,0.9136
2014-12-30,0.068,0.772,0.16,0.9926
2014-12-29,0.107,0.774,0.119,0.428
2014-12-28,0.089,0.797,0.113,0.9148
2014-12-27,0.068,0.822,0.11,0.9597
2014-12-26,0.038,0.841,0.121,0.9884
2014-12-25,0.061,0.823,0.116,0.9755
2014-12-24,0.063,0.843,0.094,0.8885
2014-12-23,0.081,0.769,0.151,0.9853
2014-12-22,0.079,0.826,0.095,0.6908
2014-12-21,0.058,0.805,0.137,0.9853
2014-12-20,0.072,0.812,0.116,0.9686
2014-12-19,0.022,0.814,0.164,0.9971
2014-12-18,0.048,0.78,0.172,0.9964
2014-12-17,0.068,0.794,0.138,0.9814
2014-12-16,0.071,0.756,0.172,0.9933
2014-12-15,0.099,0.793,0.108,-0.2023
2014-12-14,0.048,0.796,0.155,0.9942
2014-12-13,0.057,0.78,0.163,0.9957
2014-12-12,0.024,0.831,0.145,0.9944
2014-12-11,0.021,0.765,0.214,0.998
2014-12-10,0.051,0.81,0.139,0.9914
2014-12-09,0.037,0.807,0.156,0.9965
2014-12-08,0.046,0.83,0.124,0.9936
2014-12-07,0.023,0.874,0.103,0.9928
2014-12-06,0.082,0.754,0.164,0.9915
2014-12-05,0.024,0.83,0.145,0.9964
2014-12-04,0.068,0.778,0.154,0.9931
2014-12-03,0.034,0.838,0.127,0.9934
2014-12-02,0.048,0.823,0.129,0.9896
2014-12-01,0.048,0.8,0.152,0.9937
2014-11-30,0.019,0.796,0.185,0.9979
2014-11-29,0.071,0.781,0.148,0.9906
2014-11-28,0.035,0.819,0.146,0.9955
2014-11-27,0.045,0.754,0.201,0.9976
